ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,va Cell Phone,Response ID,Timestamp MM/dd/yyyy,Custom Variable 1,Custom Variable 2,Custom Variable 3,Custom Variable 4,Respondent Email,Region,How many people are in the veterans household including the veteran,Veterans First Name if first name is not provided  please type,Veterans Email Address yourname.com,Cell Phone XXX-XXX-XXXX 1-999-999-9999,UserAgent,Q_URL,Q35,QIS,QIVA,Q1,Q2,Q3,Q4,Q5,Q6,Q7,F37,Q8 into,Q8.1-1a,Q8.1-1b,Q8.1-1c_1,Q8.2-2a,Q8.2-2b,Q8.2-2c_1,Q8.3-a_1,Q8.3-a_2,Q8.3-a_3,Q8.3-a_4,Q8.3-a_5,Q8.3-a_6,Q8.3-a_7,Q8.3-a_8,Q8.3-b_1,Q8.3-b_2,Q8.3-b_3,Q8.3-b_4,Q8.3-b_5,Q8.3-b_6,Q8.3-b_7,Q8.3-b_8,Q8.3-c_1,Q8.3-c_2,Q8.3-c_3,Q8.3-c_4,Q8.3-c_5,Q8.3-c_6,Q8.3-c_7,Q8.3-c_8,Q8.4-a_1,Q8.4-a_2,Q8.4-a_3,Q8.4-a_4,Q8.4-a_5,Q8.4-a_6,Q8.4-a_6_TEXT,Q8.4-b_1,Q8.4-b_2,Q8.4-b_3,Q8.4-b_4,Q8.4-b_5,Q8.4-b_6,Q8.4-b_6_TEXT,Q8.4-c_1,Q8.4-c_2,Q8.4-c_3,Q8.4-c_4,Q8.4-c_5,Q8.4-c_6,Q8.4-c_6_TEXT,Q15,Q16,Q17,Q18,Negative,date range
447,Default Response Set,,4/21/16 10:33,4/21/16 10:43,,,,,1,0,,,,Lynn Housing Authority Development Group  Inc.,14-MA-210,,,,NY,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,,,,,,,,5,1,2,1,2,2,,,1,2,1,2,2,,,5,,5,,,,,1,2,1,2,,4/30/2016
448,Default Response Set,,4/21/16 11:51,4/21/16 11:56,,,,,1,0,,,,InnVision Shelter Network (formerly Shelter Network of San Mateo),12-CA-015,,,,CA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,1,5,2,2,,2,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,4,,,4,5,,,5,1,2,2,2,2,2,,1,2,2,2,2,2,,5,,,,,,,1,2,1,1,,4/30/2016
449,Default Response Set,,4/21/16 12:37,4/21/16 12:43,,,,,1,0,,,,Friendship Place,13-ZZ-094,,,,MD,,,,,,,1,2,1,3,3,4,3,2,,,,1,1,2,,1,2,,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,,,,,,,,,,3,1,2,,X,4/30/2016
450,Default Response Set,,4/19/16 12:37,4/21/16 16:38,,,,,0,0,,,,Project Community Connections  Inc.,C15-GA-500A,,,,GA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,1,2,1,2,2,1,2,1,1,2,1,,2,1,,5,5,,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,4/30/2016
452,Default Response Set,,4/22/16 9:27,4/22/16 9:32,,,,,1,0,,,,Transitional Living Services  Inc.,14-ZZ-308,,,,IL,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,5,5,,,,,,5,1,1,1,,,,,1,1,1,2,2,2,,5,5,5,,,,,1,2,2,,,4/30/2016
453,Default Response Set,,4/22/16 9:26,4/22/16 9:33,,,,,1,0,,,,Columbus House  Inc.,14-CT-178,,,,CT,,,,,,,1,1,2,5,4,5,4,2,,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,,5,5,5,5,5,,5,1,1,1,2,1,,,1,1,1,2,1,,,5,5,5,,5,,,2,2,2,,,4/30/2016
454,Default Response Set,,4/22/16 9:38,4/22/16 9:53,,,,,1,0,,,,Operation Stand Down Rhode Island,13-ZZ-133,,,,RI,,,,,,,1,3,1,4,3,5,4,1,1,,,1,1,1,4,2,2,,2,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2,4,,4,,5,,,,1,2,2,2,2,2,,1,2,2,2,2,2,,5,,,,,,,1,2,2,,,4/30/2016
455,Default Response Set,,4/22/16 9:45,4/22/16 9:56,,,,,1,0,,,,United Way of Central Alabama,14-ZZ-153,,,,AL,,,,,,,1,1,1,4,4,5,4,2,,,,1,1,1,3,1,2,,1,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,,,4,5,,,,4,,,,,,,,2,2,2,2,2,2,,,,,,,,,1,1,2,,,4/30/2016
456,Default Response Set,,4/22/16 9:55,4/22/16 10:01,,,,,1,0,,,,InteCare  Inc.,14-IN-200,,,,IN,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,,,1,,,1,1,1,,,1,,,1,5,5,,,5,,,,1,2,1,,,,,1,,1,,,,,5,,5,,,,,1,2,2,,,4/30/2016
457,Default Response Set,,4/22/16 10:40,4/22/16 10:45,,,,,1,0,,,,Metropolitan Development Council,14-WA-300,,,,WA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,2,,1,1,1,1,1,2,,5,5,5,5,5,,,2,1,2,,,4/30/2016
458,Default Response Set,,4/22/16 10:53,4/22/16 10:58,,,,,1,0,,,,InteCare  Inc.,14-IN-200,,,,IN,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,4,2,2,,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,,,,,5,,,4,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,2,2,,,4/30/2016
460,Default Response Set,,4/22/16 11:09,4/22/16 11:15,,,,,1,0,,,,Volunteers of America of Los Angeles  Inc.,C2015-CA-600A,,,,,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,2,1,1,2,2,,1,2,1,1,2,2,,5,,5,5,,,,2,2,1,1,,4/30/2016
461,Default Response Set,,4/22/16 11:37,4/22/16 11:41,,,,,1,0,,,,InnVision Shelter Network (formerly Shelter Network of San Mateo),12-CA-015,,,,CA,,,,,,,1,4,1,4,4,5,4,1,1,,,1,2,2,,2,2,,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,2,1,2,2,2,,2,2,1,2,2,,,,,5,,,,,1,2,2,,,4/30/2016
462,Default Response Set,,4/22/16 12:17,4/22/16 12:22,,,,,1,0,,,,Family & Community Services  Inc.,14-OH-262,,,,OH,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,1,5,1,1,5,1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,5,5,,,5,5,5,5,1,1,1,2,2,,,1,2,1,2,2,2,,5,,5,,,,,2,1,1,2,,4/30/2016
463,Default Response Set,,4/22/16 13:04,4/22/16 13:10,,,,,1,0,,,,Veterans Outreach Center  Inc.,16-NY-057,,,,NY,,,,,,,1,1,2,3,3,3,3,1,2,,,1,1,1,3,2,2,,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,,3,3,,,,,3,1,1,1,1,1,2,,1,2,1,2,1,2,,3,,3,,2,,,2,1,2,,,4/30/2016
464,Default Response Set,,4/22/16 15:06,4/22/16 15:09,,,,,1,0,,,,Community Action Partnership of Oregon (CAPO),C2015-OR-505A,,,,OR,,,,,,,1,1,1,4,4,5,4,2,,,,1,1,1,4,2,1,4,2,2,1,2,1,1,2,2,,,,,,,,,,,,,,,,,1,1,1,,1,,,1,1,1,2,1,,,4,4,4,,4,,,1,2,1,2,,4/30/2016
465,Default Response Set,,4/22/16 16:46,4/22/16 16:54,,,,,1,0,,,,Associates of Chicago Urban Day School Inc.,C2015-IL-510F,,,,IL,,,,,,,1,3,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,,,1,,,,,1,,,1,,,,,1,,,5,,,,,5,,,1,1,,,,2,2,1,1,2,2,,,,5,5,,,,4,1,2,,,4/30/2016
466,Default Response Set,,4/22/16 18:28,4/22/16 18:36,,,,,1,0,,,,Society of St. Vincent de Paul  South Pinellas  Inc.,C2015-FL-519A,,,,FL,,,,,,,1,4,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,,,,,5,,,5,1,1,1,1,1,2,,1,1,1,1,1,2,,5,5,5,5,5,,,1,2,1,1,,4/30/2016
467,Default Response Set,,4/22/16 18:58,4/22/16 19:26,,,,,1,0,,,,Volunteers of America Mid-States  Inc.,C15-KY-501A,,,,KY,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,,,,,1,1,1,,,,,,,5,5,,,,,,,1,1,1,1,1,,,2,1,1,1,1,,,,5,5,5,5,,,1,2,2,,,4/30/2016
468,Default Response Set,,4/23/16 9:03,4/23/16 9:24,,,,,1,0,,,,Goodwill Industries of Houston  Inc.,13-TX-142,,,,TX,,,,,,,1,1,2,3,4,3,3,2,,,,1,1,1,4,1,1,3,1,1,1,2,1,2,2,1,2,2,1,2,1,2,2,1,,,3,,3,,,3,1,1,2,2,2,,,1,1,2,2,2,2,,3,4,,,,,,1,1,2,,X,4/30/2016
469,Default Response Set,,4/23/16 13:57,4/23/16 14:05,,,,,1,0,,,,Salvation Army  an Illinois Corporation,16-ZZ-036,,,,KS,,,,,,,1,1,1,5,4,5,4,1,1,,,1,2,2,,2,2,,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,,,5,5,,,,5,1,2,2,2,2,2,,1,2,2,2,2,2,,5,,,,,,,2,2,2,,,4/30/2016
470,Default Response Set,,4/24/16 7:54,4/24/16 8:00,,,,,1,0,,,,Goodwill Industries of Houston  Inc.,13-TX-142,,,,TX,,,,,,,1,3,2,5,4,5,4,1,1,,,1,1,1,5,1,1,5,,1,,,1,,,1,,1,,,1,,,1,,5,,,5,,,5,1,1,,,1,,,1,1,,,1,,,5,5,,,5,,,1,2,1,1,,4/30/2016
471,Default Response Set,,4/24/16 18:58,4/24/16 19:07,,,,,1,0,,,,Carrfour Supportive Housing  Inc.,C15-FL-600A,,,,FL,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,,,1,1,1,1,1,2,,5,5,5,5,5,,,2,2,2,,,4/30/2016
472,Default Response Set,,4/25/16 2:09,4/25/16 2:35,,,,,1,0,,,,West Central Texas Regional Foundation,15-TX-141,,,,TX,,,,,,,1,1,1,3,3,3,2,1,2,,,1,1,1,3,1,1,3,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,,3,,,3,,,3,1,1,1,2,2,2,,1,1,1,2,2,2,,2,3,2,,,,,2,1,2,,X,4/30/2016
473,Default Response Set,,4/25/16 7:49,4/25/16 8:07,,,,,1,0,,,,InteCare  Inc.,14-IN-200,,,,IN,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,5,5,,,5,,,5,1,1,2,2,2,,,1,1,2,2,2,,,5,5,,,,,,1,2,2,,,4/30/2016
474,Default Response Set,,4/25/16 10:13,4/25/16 10:20,,,,,1,0,,,,Salvation Army  a California Corporation,13-NV-118,,,,NV,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,4,4,,,,,,4,2,2,1,2,2,2,,2,2,1,2,2,2,,,,5,,,,,2,1,2,,,4/30/2016
475,Default Response Set,,4/25/16 10:30,4/25/16 10:41,,,,,1,0,,,,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),C2015-CA-504A,,,,CA,,,,,,,1,1,1,4,4,4,3,1,1,,,1,1,1,4,2,2,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,2,2,2,,1,1,1,2,2,2,,4,4,4,,,,,1,2,2,,X,4/30/2016
476,Default Response Set,,4/25/16 13:15,4/25/16 13:20,,,,,1,0,,,,Volunteers of America Colorado Branch  Inc.,13-ZZ-092,,,,CO,,,,,,,1,1,2,5,3,4,3,1,1,,,1,2,1,4,1,1,5,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,3,,,,,,,,1,1,1,2,1,2,,1,1,1,2,1,2,,5,5,5,,5,,,1,2,2,,,4/30/2016
477,Default Response Set,,4/25/16 13:29,4/25/16 13:40,,,,,1,0,,,,Meridian Behavioral Healthcare  Inc.,14-FL-184,,,,NY,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,,1,,,,,,1,,1,,,,,,1,,5,,,,,,,1,1,1,,1,1,,1,1,1,,1,1,,,,,,,5,,1,2,2,,,4/30/2016
478,Default Response Set,,4/25/16 13:50,4/25/16 13:55,,,,,1,0,,,,Veterans Northeast Outreach Center  Inc.,14-MA-209,,,,MA,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,,,,,1,,,1,,,,,1,,,,,,,,5,,,,1,,,,,,,1,,,,,,,5,,,,,,,1,1,1,2,,4/30/2016
479,Default Response Set,,4/25/16 15:16,4/25/16 15:24,,,,,1,0,,,,Volunteers of America Colorado Branch  Inc.,13-ZZ-092,,,,CO,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,5,5,5,5,5,,,5,1,2,1,2,1,,,1,2,1,2,1,,,5,,5,,5,,,1,2,2,,,4/30/2016
480,Default Response Set,,4/25/16 15:38,4/25/16 15:42,,,,,1,0,,,,St. Vincent de Paul Society of Lane County  Inc.,C15-OR-500A,,,,OR,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,,5,5,5,5,,,5,1,1,1,1,1,2,,1,1,1,1,1,2,,5,5,5,5,5,,,2,1,1,1,,4/30/2016
481,Default Response Set,,4/25/16 18:08,4/25/16 18:27,,,,,1,0,,,,Community Catalysts of California,12-CA-019,,,,CA,,,,,,,1,1,1,5,4,5,4,2,,,,1,1,1,5,1,1,5,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,4,1,1,2,X,4/30/2016
483,Default Response Set,,4/25/16 23:00,4/25/16 23:03,,,,,1,0,,,,Columbus House  Inc.,14-CT-178,,,,MA,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,4,1,2,,1,1,1,1,1,1,2,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,1,2,2,,,4/30/2016
484,Default Response Set,,4/26/16 8:17,4/26/16 8:21,,,,,1,0,,,,Vietnam Veterans of California  Inc. (Sacramento Veterans Resource),C2015-CA-504A,,,,CA,,,,,,,1,1,2,4,3,5,4,1,1,,,1,2,1,4,1,1,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,,,4,,,,,4,2,1,1,2,2,2,,1,1,1,2,1,2,,5,5,5,,5,,,1,2,2,,,4/30/2016
485,Default Response Set,,4/26/16 10:28,4/26/16 10:33,,,,,1,0,,,,Catholic Social Services,12-AK-001,,,,AK,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,4,2,2,,2,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,,,3,,4,,,4,1,1,1,2,1,2,,1,2,1,2,1,2,,5,,5,,5,,,1,2,2,,,4/30/2016
486,Default Response Set,,4/26/16 10:29,4/26/16 10:35,,,,,1,0,,,,"Meridian Behavioral Healthcare, Inc.",14-FL-184,,,,NY,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,,5,1,1,1,2,1,1,,1,1,1,2,1,1,,5,5,5,,5,5,,1,2,2,,,4/30/2016
488,Default Response Set,,4/26/16 11:44,4/26/16 11:47,,,,,1,0,,,,"United Way of Central Indiana, Inc.",12-IN-035,,,,IN,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,,1,,1,1,,,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,,,,,1,1,1,,,,,5,5,5,,,,,1,2,2,,,4/30/2016
489,Default Response Set,,4/26/16 11:24,4/26/16 12:00,,,,,1,0,,,,Volunteers of America Colorado Branch  Inc.,C15-CO-503A,,,,,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,2,1,5,,,1,1,1,1,,1,,,1,1,,1,,1,,,5,5,,5,,5,1,,1,,1,,,1,,1,2,2,,,5,,5,,,,,1,1,2,,,4/30/2016
490,Default Response Set,,4/20/16 17:42,4/26/16 12:26,,,,,1,0,,,,Family Endeavors  Inc.,C15-TX-601A,,,,TX,,,,,,,1,1,1,3,3,4,2,2,,,,1,2,1,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,1,1,1,2,1,2,,2,2,1,2,2,2,,,,2,,,,,1,2,2,,,4/30/2016
491,Default Response Set,,4/26/16 13:06,4/26/16 13:11,,,,,1,0,,,,Rocky Mountain Human Services (dba Denver Options  Inc.),C15-CO-504A,,,,,,,,,,,1,1,1,4,3,4,3,1,1,,,1,1,1,4,2,1,4,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,4,,,,,,,,1,1,1,1,2,2,,2,2,2,2,2,2,,,,,,,,,3,1,1,2,,4/30/2016
492,Default Response Set,,4/26/16 13:11,4/26/16 13:17,,,,,1,0,,,,Oakland Livingston Human Services Agency,14-MI-221,,,,,,,,,,,1,1,1,4,4,5,4,2,,,,1,1,1,4,1,1,5,1,,,,1,,,1,1,2,2,2,2,2,2,2,4,,,,,,,,,1,,,1,,,2,2,2,2,2,2,,,,,,,,,1,1,2,,,4/30/2016
493,Default Response Set,,4/26/16 14:44,4/26/16 14:51,,,,,1,0,,,,"Catholic Charities of Southern Missouri, Inc.",15-MO-330,,,,MO,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,5,1,2,,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,2,5,3,,,3,,,,1,2,1,2,1,,,1,2,1,2,2,2,,5,,5,,,,,1,2,2,,,4/30/2016
494,Default Response Set,,4/26/16 14:55,4/26/16 15:04,,,,,1,0,,,,Rocky Mountain Human Services (dba Denver Options  Inc.),C15-CO-504A,,,,,,,,,,,1,1,1,4,4,4,4,1,1,,,1,1,1,4,1,1,4,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,,4,,,3,,,4,1,2,1,2,1,,,1,2,1,2,1,,,4,,4,,4,,,3,2,1,1,,4/30/2016
495,Default Response Set,,4/26/16 13:34,4/26/16 17:03,,,,,1,0,,,,Berkeley Food and Housing Project,14-CA-175,,,,,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,4,2,2,,,,,,,,,1,,,,,,,,1,,,,,,,,5,1,1,1,,,,,1,1,1,,,,,5,5,5,,,,,1,1,2,,,4/30/2016
496,Default Response Set,,4/26/16 17:29,4/26/16 17:36,,,,,1,0,,,,"Vietnam Veterans of California, Inc. (Sacramento Veterans Resource)",C2015-CA-504A,,,,CA,,,,,,,1,1,1,5,4,5,,1,1,,,1,1,1,5,1,1,5,2,2,2,2,1,2,2,2,,,,,1,,,1,,,,,5,,,5,1,,1,,,,,1,2,1,2,2,2,,5,,5,,,,,2,2,,,,4/30/2016
497,Default Response Set,,4/25/16 10:05,4/26/16 18:29,,,,,1,0,,,,Mental Health America of Los Angeles,16-CA-005,,,,,,,,,,,1,3,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,2,,5,5,5,5,,,,1,1,2,2,1,2,,1,1,2,2,1,2,,5,5,,,5,,,1,1,1,1,,4/30/2016
498,Default Response Set,,4/26/16 19:06,4/26/16 19:16,,,,,1,0,,,,Berkeley Food and Housing Project,14-CA-175,,,,,,,,,,,1,4,1,3,4,4,4,1,1,,,1,1,1,4,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,,,,,4,,,4,2,2,1,1,2,2,,2,2,2,2,2,2,,,,,,,,,2,2,2,,,4/30/2016
499,Default Response Set,,4/26/16 22:41,4/26/16 22:47,,,,,1,0,,,,"Services for the UnderServed, Inc.",16-NY-062,,,,,,,,,,,1,1,1,4,4,4,3,1,1,,,1,1,1,4,1,1,4,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,1,4,,4,,4,4,,4,1,2,1,2,2,,,1,2,1,2,2,,,4,,4,,,,,2,2,2,,,4/30/2016
500,Default Response Set,,4/27/16 1:11,4/27/16 1:17,,,,,1,0,,,,Vietnam Veterans of San Diego,C15-CA-601A,,,,CA,,,,,,,1,1,1,5,4,3,3,2,,,,1,1,2,,2,2,,2,1,1,1,1,1,2,1,2,1,1,1,1,2,,1,,1,1,1,1,,,1,1,1,1,1,1,2,,1,1,1,1,1,2,,1,1,1,1,1,,,1,2,2,,,4/30/2016
501,Default Response Set,,4/27/16 10:01,4/27/16 10:07,,,,,1,0,,,,Southwest Counseling Solutions,12-MI-045,,,,,,,,,,,1,1,1,4,4,4,4,1,1,,,1,1,1,3,1,1,3,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,3,3,3,1,3,,,,1,1,1,2,2,2,,1,1,1,2,2,2,,3,3,3,,,,,2,1,2,,,4/30/2016
502,Default Response Set,,4/27/16 10:15,4/27/16 10:20,,,,,1,0,,,,St. Patrick Center,16-MO-048,,,,MO,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,,5,5,,3,,,5,1,1,2,2,2,2,,1,1,2,2,2,2,,5,5,,,,,,1,1,1,2,,4/30/2016
503,Default Response Set,,4/27/16 10:14,4/27/16 10:21,,,,,1,0,,,,Lynn Housing Authority Development Group  Inc.,14-MA-210,,,,NY,,,,,,,1,4,1,2,3,3,2,1,2,,,1,1,1,3,2,2,,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,3,,,,,,,2,1,2,2,2,2,,,1,2,2,,2,,,1,,,,,,,1,2,1,1,X,4/30/2016
505,Default Response Set,,4/27/16 10:18,4/27/16 10:24,,,,,1,0,,,,St. Vincent de Paul Society of Lane County  Inc.,C15-OR-500A,,,,OR,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,1,1,2,2,2,1,2,2,1,1,2,2,2,1,,,5,5,,,,5,1,1,1,1,2,,,1,1,1,1,2,,,5,5,5,5,,,,3,2,1,1,,4/30/2016
506,Default Response Set,,4/27/16 10:20,4/27/16 10:29,,,,,1,0,,,,Goodwill Industries of New Mexico,12-NM-055,,,,NM,,,,,,,1,1,1,5,3,5,3,1,1,,,1,1,1,5,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,4,4,3,5,4,2,,4,1,2,1,2,2,,,1,2,1,1,2,,,5,,5,3,,,,1,2,2,,,4/30/2016
507,Default Response Set,,4/27/16 10:39,4/27/16 10:45,,,,,1,0,,,,Veterans Leadership Program of Western Pennsylvania  Inc.,13-PA-129,,,,PA,,,,,,,1,1,1,4,3,5,4,1,1,,,1,1,1,4,1,1,5,1,,,,,,,1,1,,,,,,,1,5,,,,,,,5,1,,1,,,,,1,,1,,,,,5,,5,,,,,2,1,1,,,4/30/2016
508,Default Response Set,,4/27/16 11:04,4/27/16 11:07,,,,,1,0,,,,Operation Stand Down Tennessee,14-TN-285,,,,TN,,,,,,,1,2,1,5,4,5,4,1,1,,,1,1,1,5,2,2,,2,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,,,4,4,5,3,,,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,3,1,1,1,,4/30/2016
509,Default Response Set,,4/27/16 11:03,4/27/16 11:18,,,,,1,0,,,,St. Francis House  Inc.,13-AR-086,,,,MI,,,,,,,1,1,1,2,4,3,2,1,2,,,1,1,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,3,3,3,3,2,,5,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,2,2,2,,X,4/30/2016
511,Default Response Set,,4/27/16 13:34,4/27/16 13:48,,,,,1,0,,,,Goodwill Industries of New Mexico,12-NM-055,,,,NM,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,,,4/30/2016
512,Default Response Set,,4/27/16 14:25,4/27/16 14:33,,,,,1,0,,,,St. Vincent de Paul Society of Lane County  Inc.,C15-OR-500A,,,,OR,,,,,,,1,1,2,4,4,5,4,1,1,,,1,1,1,4,2,2,,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,,4,,,,,,4,1,2,1,1,1,2,,1,2,1,1,1,2,,4,,4,4,4,,,1,2,2,,,4/30/2016
513,Default Response Set,,4/27/16 14:37,4/27/16 14:53,,,,,1,0,,,,Albany Housing Coalition  Inc.,14-NY-256,,,,NY,,,,,,,1,1,1,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,,,1,1,1,1,1,1,,,1,5,5,5,5,5,,,5,1,,1,,1,,,1,,1,,1,1,,5,,5,,4,6,,1,2,1,1,,4/30/2016
514,Default Response Set,,4/27/16 14:51,4/27/16 14:58,,,,,1,0,,,,St. Vincent de Paul Social Services  Inc.,14-OH-260,,,,WI,,,,,,,1,1,1,4,3,4,4,1,1,,,1,1,1,4,1,1,4,,,,,,1,,,,,,,1,,,,,,,,4,,,,,,,,,,,,,1,,,,,,,4,,,,,1,2,2,,,4/30/2016
515,Default Response Set,,4/27/16 19:52,4/27/16 21:38,,,,,1,0,,,,United States Veterans Initiative,16-CA-008,,,,CA,,,,,,,1,4,2,5,4,4,4,2,,,,1,1,,,1,1,4,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,,,,,3,,,,1,1,2,2,1,2,,2,2,1,1,1,2,,,,3,3,3,,,2,1,2,,,4/30/2016
516,Default Response Set,,4/20/16 23:35,4/28/16 4:37,,,,,1,0,,,,West Central Texas Regional Foundation,15-TX-141,,,,TX,,,,,,,1,1,2,5,4,5,4,1,1,,,1,1,1,5,1,1,5,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,,5,5,3,5,,,5,1,1,1,2,2,,,1,1,1,2,2,,,5,5,5,,,,,1,1,1,1,,4/30/2016
519,Default Response Set,,4/28/16 14:41,4/28/16 14:49,,,,,1,0,,,,South Central Community Action Partnership  Inc.,14-ID-193,,,,ID,,,,,,,1,1,1,4,4,5,4,1,1,,,1,1,1,5,2,2,,1,,,,1,,,1,2,1,2,2,1,2,2,1,,5,,,4,,,5,1,1,1,2,2,2,,1,1,1,2,2,2,,5,5,5,,,,,1,2,2,,,4/30/2016
